Machine_ID,Machine_Type,Processing_Time_Min,Waiting_Time_Min,Downtime_Min,Throughput_Units,Worker_Count,Machine_Utilization_Percent,Defect_Rate_Percent,Energy_Consumption_kWh,Bottleneck_Score,Factory_Health_Score
L47492,L,60.67,22.44,13.4,62.18,3,94.64,4.48,101.36,45.92,66.74
L47493,L,62.99,26.3,15.5,52.5,4,93.8,4.53,127.86,52.9,62.93
M15174,M,63.24,27.01,10.6,51.5,5,95.76,4.59,132.0,54.24,62.64
L47495,L,58.29,24.15,13.75,70.22,2,94.5,4.67,114.12,49.22,64.68
L47496,L,57.36,22.46,16.85,74.47,3,93.26,4.72,100.68,46.26,65.75
L47497,L,57.85,21.42,17.95,73.54,6,92.82,4.77,90.5,44.46,66.43
L47498,L,60.42,24.46,13.05,63.37,4,94.78,4.83,110.04,49.97,64.06
L47499,L,59.03,22.66,15.15,69.27,3,93.94,4.88,96.44,46.83,65.31
H29734,H,59.99,24.35,13.25,65.32,4,94.7,4.93,107.4,49.92,63.85
L47501,L,60.61,23.33,14.5,64.24,7,94.2,5.07,95.36,48.25,64.29
L47502,L,61.69,25.36,12.6,59.72,7,94.96,5.12,108.96,51.96,62.52
L47503,L,60.1,27.1,17.7,64.5,5,92.92,5.17,123.82,55.14,60.31
M15184,M,61.22,26.16,18.8,61.32,2,92.48,5.23,113.56,53.52,60.9
L47505,L,58.24,22.87,13.95,73.52,6,94.42,5.31,89.58,47.74,64.12
L47506,L,61.18,26.43,10.05,61.83,4,95.98,5.36,112.82,54.19,61.18
L47507,L,63.11,45.42,44.15,45.94,4,82.34,8.41,140.86,83.7,36.91
H29742,H,58.36,24.25,13.25,73.03,4,94.7,5.47,96.86,50.42,62.53
H29743,H,58.27,24.28,12.5,73.86,4,95.0,5.6,94.2,50.63,62.24
M15190,M,63.1,27.67,13.75,56.06,3,94.5,5.73,111.76,56.89,58.71
M15191,M,63.29,30.42,19.9,54.34,4,92.04,5.81,131.62,61.91,55.43
M15192,M,54.62,10.05,4.0,71.88,3,98.4,0.0,111.16,18.01,90.59
L47513,L,53.12,8.06,5.15,78.32,3,97.94,0.08,95.54,14.56,92.05
M15194,M,55.77,11.6,8.25,67.65,4,96.7,0.13,118.98,20.96,88.43
L47515,L,51.79,7.11,6.4,83.89,3,97.44,0.21,86.78,13.02,92.42
M15196,M,48.27,5.92,0.5,96.79,4,99.8,0.27,80.9,10.96,93.94
L47517,L,52.04,7.96,0.65,83.12,3,99.74,0.35,90.24,14.72,91.88
L47518,L,54.7,10.75,3.75,72.78,4,98.5,0.4,107.66,19.78,88.94
M15199,M,52.58,9.41,3.85,80.95,5,98.46,0.45,98.66,17.44,89.99
L47520,L,56.15,11.45,1.0,67.98,2,99.6,0.53,108.28,21.2,88.23
M15201,M,55.39,9.91,3.1,71.54,4,98.76,0.59,95.8,18.51,89.26
L47522,L,56.34,13.62,6.25,66.74,3,97.5,0.67,122.42,25.27,85.41
L47523,L,57.61,14.31,1.35,62.24,7,99.46,0.72,124.96,26.56,85.14
M15204,M,42.24,5.77,4.45,119.52,4,98.22,0.77,76.56,11.33,92.35
L47525,L,54.89,10.78,2.6,73.86,2,98.96,0.85,97.5,20.42,87.83
M15206,M,56.79,14.02,5.7,65.94,2,97.72,0.91,119.58,26.28,84.48
L47527,L,55.64,13.16,4.85,70.62,4,98.06,0.99,112.48,24.84,85.12
L47528,L,54.64,11.04,9.95,75.33,4,96.02,1.04,95.74,21.12,86.37
L47529,L,55.02,11.86,7.05,73.82,2,97.18,1.09,100.5,22.64,85.79
H29764,H,57.91,14.51,10.15,62.74,6,95.94,1.15,116.6,27.47,82.95
M15211,M,54.99,11.59,3.4,74.76,3,98.64,1.28,94.22,22.4,85.9
M15212,M,56.6,15.58,2.55,67.56,7,98.98,1.36,122.14,29.65,82.2
H29767,H,54.26,11.82,4.7,77.79,4,98.12,1.44,93.48,23.02,85.14
L47534,L,54.64,13.29,7.95,76.25,5,96.82,1.57,101.76,25.83,83.14
L47535,L,55.21,14.1,3.05,74.1,2,98.78,1.63,106.26,27.35,82.77
M15216,M,58.54,17.26,8.15,61.27,6,96.74,1.68,125.76,33.08,79.28
L47537,L,56.9,13.83,12.3,68.93,4,95.08,1.76,98.74,27.03,81.74
M15218,M,57.69,14.62,11.4,66.04,3,95.44,1.81,102.74,28.5,80.98
M15219,M,56.32,14.33,4.55,71.18,5,98.18,1.89,100.54,28.09,81.71
M15220,M,57.08,15.47,9.7,68.32,6,96.12,1.97,106.82,30.24,79.96
L47541,L,56.08,15.36,11.85,72.12,4,95.26,2.05,105.52,30.14,79.64
H29776,H,55.5,14.04,12.95,74.98,7,94.82,2.11,94.6,27.85,80.57
L47543,L,58.59,18.67,11.2,62.57,7,95.52,2.24,124.36,36.31,76.24
L47544,L,59.1,20.68,10.3,60.01,2,95.88,2.29,138.54,39.98,74.39
L47545,L,59.95,21.42,8.4,56.94,2,96.64,2.35,142.06,41.37,73.78
M15226,M,57.11,17.42,6.5,68.89,6,97.4,2.4,112.84,34.28,77.41
M15227,M,56.95,17.02,7.65,69.94,2,96.94,2.48,107.98,33.65,77.45
L47548,L,58.21,17.56,10.8,65.67,5,95.68,2.56,108.78,34.72,76.44
H29783,H,56.84,16.87,10.9,70.92,3,95.64,2.61,103.94,33.55,76.91
M15230,M,56.48,17.54,11.15,72.33,6,95.54,2.75,106.84,34.93,75.93
L47551,L,56.84,18.01,8.3,71.2,5,96.68,2.83,108.28,35.87,75.58
M15232,M,59.79,21.56,10.4,59.47,3,95.84,2.88,131.5,42.31,72.04
L47553,L,59.78,19.38,6.55,60.91,7,97.38,2.96,112.24,38.5,74.18
L47554,L,59.56,19.79,10.65,61.66,7,95.74,3.01,114.62,39.3,73.26
L47555,L,58.14,18.55,14.75,67.38,5,94.1,3.07,105.46,37.15,73.82
M15236,M,60.12,22.34,9.85,58.88,6,96.06,3.12,131.82,44.0,70.78
M15237,M,59.87,23.08,14.0,59.66,6,94.4,3.2,136.28,45.43,69.49
L47558,L,55.16,17.19,14.15,79.1,6,94.34,3.28,93.88,34.98,74.53
L47559,L,55.22,16.7,6.25,79.35,4,97.5,3.33,88.68,34.17,75.62
L47560,L,43.5,28.36,42.35,114.02,4,83.06,6.39,76.88,50.56,57.71
L47561,L,58.37,20.42,10.45,67.09,3,95.82,3.44,111.72,40.97,71.59
L47562,L,61.5,22.48,9.55,55.51,6,96.18,3.49,122.7,44.73,69.69
M15243,M,54.18,17.39,13.65,83.4,6,94.54,3.55,90.84,35.68,73.7
L47564,L,56.16,17.58,13.8,76.81,7,94.48,3.63,87.84,36.12,73.31
M15245,M,60.56,22.39,8.9,59.5,7,96.44,3.68,119.08,44.81,69.35
L47566,L,62.03,24.0,7.05,53.95,4,97.18,3.76,128.18,47.81,67.87
L47567,L,63.11,26.54,9.15,49.18,5,96.34,3.81,145.78,52.42,65.25
L47568,L,60.17,23.65,14.25,60.92,7,94.3,3.87,125.5,47.31,67.19
M15249,M,60.92,25.46,7.35,57.67,6,97.06,3.92,137.76,50.62,66.12
L47570,L,60.25,23.68,7.5,61.16,2,97.0,4.0,122.6,47.52,67.49
L47571,L,59.86,21.68,8.6,63.71,5,96.56,4.05,106.02,44.02,69.02
M15252,M,59.93,23.17,14.7,62.92,7,94.12,4.11,116.6,46.75,66.94
M15253,M,62.06,25.61,10.85,54.7,2,95.66,4.19,131.4,51.23,64.93
L47574,L,59.56,22.78,9.0,65.01,3,96.4,4.27,110.36,46.25,67.44
L47575,L,59.0,22.38,12.1,67.36,3,95.16,4.32,106.82,45.61,67.34
L47576,L,60.23,23.77,17.2,62.61,5,93.12,4.37,115.0,48.16,65.45
M15257,M,56.16,20.51,9.3,78.45,4,96.28,4.43,93.28,42.38,69.03
H29812,H,60.21,24.42,10.45,62.89,6,95.82,4.51,117.24,49.5,65.19
L47579,L,61.96,26.34,15.7,56.43,4,93.72,4.64,127.24,53.12,62.59
L47580,L,51.72,18.3,8.8,95.85,5,96.48,4.69,75.8,38.78,70.35
L47581,L,57.28,21.84,12.9,75.18,2,94.84,4.75,95.24,45.18,66.63
L47582,L,57.98,22.48,17.0,72.66,2,93.2,4.8,98.16,46.39,65.51
L47583,L,63.93,29.51,13.1,48.9,5,94.76,4.85,145.06,59.06,59.45
L47584,L,63.64,26.2,11.2,51.75,6,95.52,4.91,117.74,53.19,62.47
L47585,L,62.93,29.28,16.3,52.86,6,93.48,4.96,142.2,58.79,59.06
L47586,L,61.7,28.02,11.4,57.94,4,95.44,5.01,132.58,56.59,60.54
M15267,M,59.41,25.72,12.5,67.14,5,95.0,5.07,116.2,52.55,62.34
M15268,M,61.92,26.54,11.65,58.43,3,95.34,5.15,117.48,54.11,61.49
L47589,L,61.65,26.0,14.8,59.95,2,94.08,5.23,111.78,53.26,61.44
M15270,M,61.52,27.06,15.9,60.07,6,93.64,5.28,119.24,55.22,60.24
L47591,L,62.23,27.16,10.05,57.87,5,95.98,5.36,117.18,55.49,60.53
L47592,L,62.89,28.29,15.15,55.26,4,93.94,5.41,124.16,57.59,58.86
L47593,L,60.26,25.02,19.25,66.14,7,92.3,5.47,100.46,51.8,61.24
L47594,L,60.1,24.68,19.35,67.06,4,92.26,5.52,96.76,51.26,61.39
L47595,L,61.28,27.42,11.45,61.84,2,95.42,5.57,115.82,56.23,59.59
L47596,L,61.57,26.33,15.55,61.58,2,93.78,5.63,105.5,54.35,60.02
L47597,L,63.1,29.56,17.65,54.92,2,92.94,5.68,128.08,60.21,56.77
L47598,L,45.7,4.42,5.0,105.34,3,98.0,0.0,78.42,7.93,95.53
M15279,M,55.21,9.71,7.1,70.19,6,97.16,0.05,106.42,17.47,90.45
M15280,M,58.21,10.3,6.25,59.9,2,97.5,0.13,105.22,18.63,89.79
M15281,M,53.12,8.42,7.4,78.64,5,97.04,0.21,95.34,15.35,91.16
L47602,L,57.93,14.68,7.55,59.31,4,96.98,0.29,137.06,26.69,85.32
L47603,L,55.79,12.02,2.65,68.19,7,98.94,0.35,117.48,21.98,88.05
L47604,L,56.64,12.62,1.75,65.19,7,99.3,0.4,120.0,23.14,87.46
M15285,M,53.28,8.58,7.85,78.96,4,96.86,0.45,91.1,15.96,90.33
L47606,L,55.75,12.82,6.0,68.64,2,97.6,0.53,119.82,23.67,86.5
M15287,M,55.89,12.31,6.1,68.64,7,97.56,0.59,114.32,22.81,86.81
M15288,M,54.54,11.22,3.25,74.14,2,98.7,0.67,105.7,20.97,87.86
L47609,L,60.26,17.81,8.4,51.49,3,96.64,0.75,148.76,32.88,81.23
L47610,L,54.67,11.68,5.5,73.96,7,97.8,0.8,106.12,21.94,86.88
L47611,L,56.91,13.04,9.6,65.78,2,96.16,0.85,112.72,24.45,85.11
M15292,M,56.68,12.65,10.7,66.98,5,95.72,0.91,108.72,23.82,85.21
M15293,M,51.21,8.88,8.85,87.96,6,96.46,0.99,84.36,17.18,88.55
M15294,M,56.6,14.38,7.0,67.01,2,97.2,1.07,119.08,27.12,83.61
L47615,L,56.56,13.74,8.15,67.78,6,96.74,1.15,112.26,26.09,83.85
L47616,L,56.46,12.68,4.25,68.86,3,98.3,1.2,102.68,24.24,85.05
L47617,L,56.03,13.38,10.35,70.21,3,95.86,1.25,107.76,25.58,83.67
L47618,L,58.95,16.97,11.45,58.56,2,95.42,1.31,131.22,32.08,80.2
M15299,M,56.19,12.73,9.55,70.39,6,96.18,1.36,99.9,24.55,84.05
L47620,L,58.4,14.12,7.7,62.39,4,96.92,1.44,106.18,27.14,82.78
H29855,H,58.41,16.13,9.8,61.59,5,96.08,1.49,121.06,30.81,80.63
L47622,L,58.47,35.25,34.05,52.32,7,86.38,4.63,150.98,60.68,57.0
H29857,H,57.51,16.32,7.15,65.29,2,97.14,1.68,119.58,31.38,80.24
L47624,L,56.02,14.74,7.4,71.73,5,97.04,1.81,106.04,28.73,81.27
L47625,L,53.01,12.28,8.5,83.51,2,96.6,1.87,89.26,24.37,83.23
L47626,L,58.03,15.51,7.6,64.84,2,96.96,1.92,107.04,30.24,80.28
M15307,M,59.19,20.9,3.7,58.35,6,98.52,1.97,147.32,39.96,75.7
L47628,L,56.72,17.38,10.85,68.91,6,95.66,2.05,120.84,33.77,77.92
L47629,L,55.76,15.8,3.95,73.2,2,98.42,2.11,108.24,30.99,79.9
M15310,M,58.78,16.9,4.05,62.5,5,98.38,2.16,111.78,33.05,78.75
H29865,H,58.56,18.24,4.2,62.88,7,98.32,2.24,121.0,35.55,77.33
M15312,M,55.76,14.87,8.45,74.72,2,96.62,2.37,94.86,29.67,79.57
L47633,L,57.78,16.41,11.6,67.3,3,95.36,2.45,102.6,32.53,77.67
L47634,L,58.45,19.17,9.7,63.82,6,96.12,2.51,122.56,37.55,75.24
L47635,L,59.08,22.03,6.8,60.44,3,97.28,2.56,143.38,42.74,72.83
H29870,H,58.43,19.74,7.9,64.03,2,96.84,2.61,124.76,38.7,74.63
L47637,L,61.52,21.64,10.15,52.98,7,95.94,2.75,132.72,42.28,72.35
L47638,L,58.52,19.05,12.25,64.77,7,95.1,2.8,114.92,37.7,74.32
L47639,L,58.73,19.13,10.35,64.23,4,95.86,2.85,114.12,37.92,74.3
H29874,H,59.44,19.22,9.45,61.94,6,96.22,2.91,112.62,38.14,74.17
L47641,L,60.01,19.17,5.7,60.51,3,97.72,3.04,108.44,38.22,74.24
L47642,L,59.62,20.13,13.8,61.59,5,94.48,3.09,115.46,40.01,72.43
L47643,L,38.71,25.49,40.9,130.95,7,83.64,6.15,65.88,45.11,61.06
L47644,L,58.61,18.52,11.0,66.29,5,95.6,3.2,101.62,37.27,73.86
M15325,M,59.47,20.48,10.1,62.56,5,95.96,3.25,114.92,40.85,72.06
L47646,L,58.19,20.38,13.25,67.31,4,94.7,3.33,114.0,40.76,71.63
L47647,L,49.05,14.28,9.35,101.96,5,96.26,3.39,76.64,29.91,77.34
L47648,L,57.31,18.22,12.45,71.84,2,95.02,3.44,95.58,37.03,73.36
M15329,M,57.85,18.66,12.55,69.97,2,94.98,3.49,97.12,37.88,72.82
H29884,H,59.2,21.77,6.7,64.06,4,97.32,3.57,118.38,43.56,70.4
H29885,H,60.52,21.72,8.95,60.09,5,96.42,3.71,113.18,43.64,69.87
M15332,M,59.53,21.97,13.2,63.86,5,94.72,3.84,113.54,44.26,68.87
M15333,M,59.29,21.01,7.35,65.5,6,97.06,3.92,104.4,42.64,70.1
L47654,L,59.99,24.45,8.5,61.68,4,96.6,4.0,129.16,48.91,66.7
L47655,L,61.48,22.44,9.6,57.78,5,96.16,4.05,109.8,45.37,68.25
L47656,L,58.77,21.8,7.7,67.6,3,96.92,4.11,107.2,44.29,68.87
H29891,H,60.31,22.83,10.8,61.99,7,95.68,4.16,112.16,46.21,67.5
L47658,L,55.15,18.53,13.05,82.38,4,94.78,4.29,81.86,38.67,70.77
M15339,M,62.63,27.36,15.15,52.47,5,93.94,4.35,141.06,54.57,62.5
L47660,L,58.94,21.28,8.3,68.51,6,96.68,4.43,95.66,43.77,68.43
M15341,M,59.39,23.32,11.4,66.14,6,95.44,4.48,110.12,47.48,66.16
L47662,L,59.6,23.03,16.55,65.89,7,93.38,4.56,105.76,47.08,65.69
L47663,L,62.92,28.06,16.65,52.17,7,93.34,4.61,140.28,56.17,61.02
L47664,L,59.43,22.42,11.75,67.19,5,95.3,4.67,98.76,46.13,66.43
M15345,M,57.79,21.84,9.85,73.33,2,96.06,4.72,95.1,45.14,67.01
M15346,M,59.38,23.38,9.0,67.41,4,96.4,4.8,103.44,48.0,65.5
M15347,M,61.2,23.39,11.15,61.46,2,95.54,4.88,99.26,48.13,65.06
L47668,L,59.53,25.58,17.3,66.41,6,93.08,4.96,117.28,52.15,62.27
M15349,M,63.04,28.99,17.4,52.85,2,93.04,5.01,138.54,58.33,59.07
L47670,L,61.5,24.76,18.55,60.57,3,92.58,5.09,104.98,50.85,62.54
L47671,L,62.12,26.84,18.65,57.58,5,92.54,5.15,119.6,54.65,60.52
L47672,L,62.42,26.48,10.75,56.96,2,95.7,5.2,115.08,54.06,61.49
L47673,L,61.52,25.46,18.85,60.77,2,92.46,5.25,107.0,52.31,61.45
L47674,L,63.67,28.37,9.95,52.11,2,96.02,5.31,126.12,57.6,59.59
H29909,H,61.8,28.51,14.05,58.7,3,94.38,5.36,128.58,57.91,58.92
M15356,M,60.91,26.48,10.3,63.26,4,95.88,5.49,110.6,54.45,60.76
L47677,L,61.37,26.52,15.45,61.99,2,93.82,5.57,108.5,54.62,60.0
L47678,L,59.88,24.43,15.55,68.33,6,93.78,5.63,92.62,50.94,61.72
L47679,L,61.34,25.82,14.65,62.84,5,94.14,5.68,100.5,53.49,60.43
M15360,M,57.2,24.05,12.75,78.18,4,94.9,5.73,90.88,50.4,62.06
M15361,M,62.23,28.99,16.9,58.7,6,93.24,5.81,121.68,59.35,57.01
L47682,L,63.4,28.5,17.05,55.25,4,93.18,5.89,114.4,58.58,57.22
M15363,M,56.01,12.02,2.0,66.09,2,99.2,0.0,125.04,21.55,89.02
M15364,M,54.84,10.72,6.15,71.09,7,97.54,0.08,114.38,19.31,89.57
L47685,L,53.75,9.23,8.3,75.89,3,96.68,0.16,102.2,16.75,90.48
L47686,L,54.78,9.22,9.4,72.54,4,96.24,0.21,99.46,16.79,90.24
H29921,H,56.27,12.85,2.5,65.82,6,99.0,0.27,125.3,23.37,87.53
L47688,L,49.9,7.35,9.75,90.98,5,96.1,0.4,87.06,13.68,91.38
M15369,M,56.92,11.68,7.85,64.91,7,96.86,0.45,110.9,21.52,87.55
L47690,L,54.84,10.98,1.0,72.71,3,99.6,0.53,106.28,20.35,88.66
L47691,L,56.13,11.61,3.1,68.15,5,98.76,0.59,108.38,21.56,87.74
L47692,L,56.97,13.12,1.2,64.74,4,99.52,0.64,118.12,24.33,86.44
L47693,L,57.0,11.78,1.3,65.51,3,99.48,0.69,106.16,22.0,87.49
L47694,L,54.26,10.54,5.4,75.73,6,97.84,0.75,98.8,19.84,88.05
L47695,L,52.94,9.4,6.5,81.05,3,97.4,0.8,90.3,17.87,88.82
L47696,L,52.75,10.04,6.6,81.58,5,97.36,0.85,94.44,19.07,88.1
M15377,M,57.77,17.27,5.7,60.92,2,97.72,0.91,144.22,32.11,81.56
L47698,L,50.11,8.11,5.85,92.15,3,97.66,0.99,79.68,15.79,89.55
M15379,M,48.67,8.07,1.95,97.32,2,99.22,1.04,80.14,15.79,89.83
L47700,L,54.73,12.41,7.1,74.64,2,97.16,1.12,104.74,23.67,85.22
L47701,L,56.53,12.47,6.2,68.61,5,97.52,1.17,101.54,23.84,85.11
M15382,M,57.31,14.6,2.3,65.1,5,99.08,1.23,116.36,27.74,83.45
L47703,L,58.08,15.4,3.45,62.35,5,98.62,1.31,119.82,29.25,82.41
L47704,L,54.95,12.93,11.55,74.54,6,95.38,1.36,103.2,24.9,83.67
L47705,L,57.25,15.62,9.65,65.49,2,96.14,1.41,120.32,29.78,81.32
L47706,L,58.67,17.05,10.75,60.13,2,95.7,1.47,128.66,32.42,79.78
M15387,M,55.54,13.51,7.85,72.84,6,96.86,1.52,103.44,26.15,83.1
M15388,M,56.2,15.4,9.0,69.95,2,96.4,1.6,115.86,29.64,81.08
L47709,L,56.05,14.09,3.15,71.4,6,98.74,1.68,103.78,27.39,82.63
M15390,M,54.08,13.25,6.25,78.82,2,97.5,1.73,98.58,25.95,82.93
L47711,L,56.5,14.16,9.4,70.37,5,96.24,1.81,100.78,27.69,81.59
L47712,L,58.1,16.95,5.5,63.68,3,97.8,1.87,119.66,32.75,79.34
L47713,L,54.78,13.21,9.6,77.14,2,96.16,1.92,93.1,26.12,82.14
L47714,L,55.6,14.27,12.7,74.02,3,94.92,1.97,99.26,28.09,80.74
H29949,H,59.41,19.18,8.8,58.66,6,96.48,2.03,132.1,36.95,76.59
L47716,L,53.83,12.68,4.05,81.61,7,98.38,2.16,84.78,25.47,82.54
H29951,H,57.43,17.39,8.15,67.1,3,96.74,2.21,116.32,33.98,77.77
M15398,M,57.82,16.24,12.4,66.83,5,95.04,2.35,103.58,32.09,78.02
M15399,M,53.9,13.73,10.55,81.89,7,95.78,2.43,87.1,27.69,80.24
L47720,L,58.38,18.9,9.7,64.2,7,96.12,2.51,120.46,37.05,75.49
L47721,L,61.02,20.76,13.8,54.42,4,94.48,2.56,130.52,40.46,73.27
L47722,L,53.7,14.02,4.9,83.14,7,98.04,2.61,85.46,28.44,80.06
H29957,H,57.25,17.02,13.0,69.64,2,94.8,2.67,103.46,33.91,76.41
M15404,M,53.5,15.05,12.25,84.02,6,95.1,2.8,89.82,30.54,77.91
L47725,L,51.74,14.16,10.4,90.82,2,95.84,2.88,83.36,29.05,78.67
L47726,L,53.97,14.88,5.5,83.01,7,97.8,2.93,84.78,30.39,78.39
M15407,M,58.79,18.78,13.6,64.71,4,94.56,2.99,108.24,37.47,73.93
L47728,L,61.06,22.5,14.75,55.35,6,94.1,3.07,133.04,44.23,70.28
L47729,L,59.6,19.46,7.85,62.12,3,96.86,3.12,109.54,38.85,73.55
L47730,L,55.86,16.87,10.95,76.46,3,95.62,3.17,92.76,34.27,75.42
L47731,L,62.09,23.26,11.05,52.07,7,95.58,3.23,134.08,45.78,69.55
M15412,M,57.08,18.59,11.15,71.8,5,95.54,3.28,102.44,37.49,73.58
M15413,M,58.02,19.08,8.3,68.66,7,96.68,3.36,103.28,38.47,73.21
H29968,H,60.96,21.64,9.45,57.58,7,96.22,3.44,117.96,43.17,70.59
M15415,M,58.62,21.27,9.7,66.32,5,96.12,3.57,115.18,42.67,70.55
L47736,L,61.36,23.48,7.85,56.11,6,96.86,3.65,127.34,46.74,68.54
M15417,M,60.31,23.2,13.95,60.05,6,94.42,3.71,125.26,46.29,68.05
L47738,L,57.25,20.01,11.1,72.5,6,95.56,3.79,102.2,40.68,70.98
L47739,L,59.45,21.67,11.2,64.32,3,95.52,3.84,111.26,43.72,69.34
L47740,L,62.2,26.23,15.3,52.78,6,93.88,3.89,142.76,51.96,64.7
M15421,M,57.02,20.44,12.4,73.68,4,95.04,3.95,102.36,41.65,70.04
L47742,L,58.62,19.8,11.55,68.8,5,95.38,4.03,93.28,40.62,70.48
L47743,L,59.34,21.04,16.65,65.93,4,93.34,4.08,100.98,42.9,68.73
H29978,H,57.36,20.42,12.75,73.24,4,94.9,4.13,97.58,41.86,69.53
H29979,H,58.95,21.75,17.0,67.62,6,93.2,4.27,103.0,44.41,67.56
M15426,M,59.52,21.62,17.25,66.24,7,93.1,4.4,98.22,44.35,67.3
M15427,M,57.59,20.99,17.4,73.5,7,93.04,4.48,94.0,43.32,67.64
L47748,L,53.97,19.2,17.55,87.15,6,92.98,4.56,82.9,40.22,69.02
M15429,M,58.96,22.64,8.65,68.48,3,96.54,4.61,102.32,46.44,66.69
L47750,L,60.48,24.33,17.8,62.74,6,92.88,4.69,111.96,49.58,64.05
M15431,M,57.95,21.49,17.9,73.05,5,92.84,4.75,91.52,44.55,66.44
L47752,L,62.77,26.73,15.05,54.18,3,93.98,4.83,125.02,54.05,61.82
L47753,L,61.07,25.89,15.15,60.65,2,93.94,4.88,119.44,52.61,62.42
M15434,M,61.61,25.22,16.25,59.34,4,93.5,4.93,112.18,51.48,62.77
M15435,M,62.12,28.89,17.4,56.06,4,93.04,5.01,139.0,58.16,59.16
H29990,H,61.77,28.06,11.55,57.97,2,95.38,5.09,131.0,56.76,60.28
L47757,L,59.72,25.1,18.8,67.0,6,92.48,5.23,107.22,51.64,61.85
L47758,L,60.63,25.04,16.9,64.13,2,93.24,5.28,104.26,51.59,61.95
M15439,M,58.26,23.82,13.0,73.09,3,94.8,5.33,96.6,49.48,63.29
M15440,M,56.92,22.62,17.15,78.59,3,93.14,5.41,86.96,47.42,63.75
L47761,L,62.89,27.2,12.3,56.1,2,95.08,5.49,113.68,55.75,59.91
L47762,L,63.72,28.94,17.4,52.58,7,93.04,5.55,125.22,58.92,57.71
H29997,H,58.6,24.85,17.5,72.42,6,93.0,5.6,98.34,51.66,61.22
H29998,H,62.8,29.25,17.75,56.32,3,92.9,5.73,124.78,59.72,56.9
L47765,L,54.48,22.72,20.0,88.69,5,92.0,5.87,81.02,48.19,62.17
L47766,L,61.81,45.21,44.1,52.44,3,82.36,8.92,129.62,83.98,35.76
H30001,H,60.1,26.2,12.2,68.05,4,95.12,5.97,98.66,54.55,59.56
L47768,L,60.18,26.67,11.45,68.06,4,95.42,6.11,99.36,55.57,58.86
L47769,L,62.23,28.53,14.55,60.28,7,94.18,6.16,110.22,58.97,56.74
L47770,L,61.91,27.82,15.65,61.94,4,93.74,6.21,103.74,57.75,57.13
H30005,H,61.86,29.22,13.75,61.64,3,94.5,6.27,113.9,60.35,55.92
H30006,H,59.92,26.17,18.0,70.31,3,92.8,6.4,89.16,55.05,57.87
L47773,L,57.9,12.68,7.0,59.26,6,97.2,0.0,127.64,22.72,87.94
H30008,H,58.46,12.76,2.1,57.52,2,99.16,0.05,126.36,22.94,88.21
M15455,M,57.85,13.84,9.35,59.58,2,96.26,0.19,132.8,25.03,86.17
M15456,M,55.03,10.12,9.5,71.44,4,96.2,0.27,105.2,18.49,89.27
H30011,H,56.61,12.69,9.65,65.06,6,96.14,0.35,121.76,23.19,86.75
L47778,L,56.0,13.42,4.9,67.29,6,98.04,0.48,125.4,24.66,86.22
H30013,H,54.08,9.38,5.0,76.11,7,98.0,0.53,94.52,17.48,89.69
L47780,L,55.23,11.32,5.25,71.69,5,97.9,0.67,105.54,21.15,87.57
L47781,L,45.88,6.36,7.35,106.52,4,97.06,0.72,77.48,12.31,91.67
L47782,L,48.76,7.64,8.45,96.18,6,96.62,0.77,82.6,14.69,90.27
L47783,L,58.49,35.38,38.55,49.11,6,84.58,3.83,169.92,59.88,58.55
L47784,L,55.55,11.09,2.65,71.55,2,98.94,0.88,98.44,21.0,87.48
M15465,M,53.41,10.28,5.75,79.51,5,97.7,0.93,93.66,19.6,87.76
L47786,L,56.88,15.66,6.9,65.22,2,97.24,1.01,130.22,29.37,82.6
M15467,M,55.42,11.68,9.0,72.41,5,96.4,1.07,99.1,22.28,85.83
L47788,L,57.87,15.36,9.15,62.47,6,96.34,1.15,123.46,29.0,82.29
L47789,L,54.64,11.72,8.25,75.59,3,96.7,1.2,97.58,22.54,85.5
L47790,L,56.08,12.18,2.35,70.61,4,99.06,1.25,98.08,23.43,85.54
L47791,L,55.87,14.14,11.45,70.58,3,95.42,1.31,112.86,27.01,82.73
L47792,L,55.78,12.28,2.55,72.01,7,98.98,1.36,96.86,23.74,85.16
L47793,L,54.81,11.74,10.65,75.83,4,95.74,1.41,92.68,22.84,84.69
M15474,M,57.62,15.7,2.75,64.4,3,98.9,1.47,119.3,30.01,81.79
L47795,L,54.84,12.24,2.9,75.98,5,98.84,1.55,93.64,23.91,84.66
H30030,H,54.26,12.08,7.0,78.26,7,97.2,1.6,91.92,23.68,84.26
M15477,M,58.68,15.98,11.25,61.66,6,95.5,1.73,114.06,30.84,79.99
H30032,H,58.18,16.49,12.4,63.4,6,95.04,1.81,117.06,31.86,79.2
L47799,L,57.26,17.02,9.65,66.84,4,96.14,1.95,119.54,32.97,78.66
M15480,M,59.03,18.4,3.75,60.25,5,98.5,2.0,126.98,35.52,77.86
L47801,L,58.85,17.56,3.9,61.62,7,98.44,2.08,118.76,34.13,78.39
M15482,M,54.29,14.4,4.0,79.05,4,98.4,2.13,98.5,28.52,81.07
L47803,L,51.46,12.57,7.15,90.02,2,97.14,2.21,85.92,25.34,82.19
H30038,H,57.59,16.2,13.25,67.35,7,94.7,2.27,105.38,31.92,78.18
L47805,L,57.21,16.27,4.5,69.11,5,98.2,2.4,103.5,32.22,78.64
L47806,L,57.45,16.16,12.6,68.57,3,94.96,2.45,101.06,32.08,77.79
